Time,X,Y,Z,RX,RY,RZ,Fx,Fy,Fz,FRx,FRy,FRz
2.9937357902526855,0.17011378865277785,-0.6421825104762126,0.1321704730300312,-0.5991290922236363,-2.9907280400615712,-0.20817351316002597,0.312714445893988,-0.4021677945285848,0.7143625958049649,0.004180346123660609,0.002696890649239469,-0.00946090302091218
4.008437156677246,0.17011731644409306,-0.6421774171941516,0.13215816607396258,-0.5990641119578359,-2.990770496765707,-0.208283861397075,0.01465843404055887,0.3754945027638242,0.39552705975598706,-0.01782186538212536,-0.005671968556991111,0.003596356452367896
10.704697608947754,0.17104650431808857,-0.5982795205512562,0.5787875036659955,-0.6106101723689027,-3.047109901017861,0.19892403290847133,-0.27575717867246835,0.01640466180522117,1.0711456220661077,-0.037438776364151646,-0.02574563230453493,-0.1481955255587272
17.40163254737854,0.1701254410836685,-0.6421603312263261,0.13221851927680314,-0.5989996612136255,-2.990811679944054,-0.2082687174243124,-0.2568749446410446,0.3998257861622859,-0.6872139065291503,-0.001679747024937134,-0.015242923700553803,0.03480548487469038
24.097810745239258,0.17106237850952857,-0.5983089651317338,0.5787704603478682,-0.6104957906789183,-3.047129042232,0.19899905350781527,0.17575577104624573,0.6259993912150146,1.2225536184478136,-0.05567615007335256,-0.020282559980164504,-0.12613558287173793
30.792215585708618,0.1701161371226954,-0.6421570013966785,0.13223911166772853,-0.5990396439452815,-2.9907579050569026,-0.2082226391650456,0.27252423620462163,0.4677486794849293,-0.2293664732873389,-0.016978000051479068,0.00020655784976265652,0.03765275449612019
37.488221645355225,0.1710350895744445,-0.598302337180556,0.5787572367634537,-0.6106456941633109,-3.047088477079113,0.19890889703226602,-0.35896067574400004,0.44494503491890247,1.204860517269377,-0.042339670639411985,-0.03925697737165421,-0.13437728105163732
44.18471121788025,0.17012098758717786,-0.6421693724006408,0.1322579570455928,-0.5990254273989956,-2.9908115018926695,-0.20814990866140462,0.3279881902889304,-0.09242484343798257,-0.6500307168701601,0.01504912188958124,0.00017119759028297842,0.035735930278249645
50.88065958023071,0.17106870546129932,-0.5982935343733132,0.5787691617537292,-0.6105320999064588,-3.0471315400060512,0.1989281663555993,0.09519865802658756,0.38617921186411935,1.107300767254215,-0.046777841641577084,-0.011797920095307996,-0.13198651790690064
57.575406312942505,0.17011365609495468,-0.6421921448599857,0.13226779924337534,-0.5991081523818214,-2.9908215386579515,-0.20812502326261373,-0.26436597870602546,0.48396002981747366,-0.3724848604103625,-0.007155757290677415,-0.014661533009302853,0.05651378610018518
64.27240753173828,0.17105514445172887,-0.5982737896163108,0.578814822281572,-0.6105659968955861,-3.047121126650363,0.19906908094454917,0.6667206702742392,0.07931908920330993,0.8486650254356689,-0.035445385828928075,0.002974863985842128,-0.13092732993395395
70.96921157836914,0.17013263379581978,-0.6421947142616685,0.13229706264492946,-0.5990888481118201,-2.990854479599183,-0.2080299833757132,0.07018628664043516,0.891589527988394,-0.2828493306305283,-0.020087085667906894,-0.010330805544387228,0.049424950516690096
77.66494083404541,0.17106575560942938,-0.598290917775215,0.5788064987000707,-0.6105305277434174,-3.0471600912293684,0.19910578423693498,-0.18567596778008588,0.16859402342784108,0.28033511754956336,-0.03857400768627212,-0.02598940717098982,-0.11928627177979416
84.36099028587341,0.17009435039313336,-0.642177423392666,0.1322686736163201,-0.5991501322328686,-2.990791499895302,-0.2081289746588792,0.18581707552088125,0.2675945751011121,-0.9773782170662,-0.0020530791826053564,-0.0021476711430200484,0.0520506546042244
91.05516457557678,0.1710416767387053,-0.5982789646956246,0.5788125426683122,-0.6105391646630288,-3.047099179127159,0.19909449528650475,0.1613637885515268,0.46440801249504826,0.9596061930027211,-0.05780547199712219,-0.017162793221351145,-0.12963040011567223
97.75231313705444,0.1701421302090099,-0.6421764959524352,0.1322991135137109,-0.5990971982708079,-2.9908585009742876,-0.20805912743757085,0.10088903289091497,0.51015419419096,-0.5937241109289988,-0.00361310160656517,-0.003568896490705225,0.05527137395056948
104.44795298576355,0.1710572626270984,-0.5982780197248956,0.5787761367360477,-0.6105722370351304,-3.047145659959165,0.19895602678321517,-0.8201483363943581,0.6779631022699255,0.7402155442675101,-0.05817485643282112,-0.039146327425175556,-0.11581246035232907
111.14466571807861,0.17012135422952565,-0.6421746621217732,0.13226483565974972,-0.5990809748871833,-2.9908113628032376,-0.20813108102288566,0.5357506705126657,0.085813348943237,-0.9086210384254607,0.0016320621105298057,-0.005154760712328345,0.04967869233517852
117.84050154685974,0.17103666059935863,-0.598300668891417,0.5788006868428489,-0.6105094808397075,-3.047148557656636,0.19903858977632824,0.43818390640817884,0.4423353098348763,0.5247841374882763,-0.04914529635337969,-0.015676605337300916,-0.12790268595999316
124.535315990448,0.17007735951264577,-0.6421751789211932,0.13229322930512244,-0.5992310279265612,-2.9907979201820245,-0.20819297379858132,-0.18215324439485875,0.5145384080954213,-0.6682565746629592,-0.0037352767512323277,-0.016239832269649215,0.06734490053872319
